Feature,Operation,Work Material,aspect ratio,Speed,feed per tooth,Depth of cut,Dia. Of tool,Cutting tool material,Cutting tool
3,6,4,5,32.31,0.071,19.05,36.20107691,2,End mill cutter
3,6,4,1,32,0.066,25.4,26.99080764,2,End mill cutter
3,6,4,4,31.7,0.061,44.45,25.7556151,2,End mill cutter
3,6,4,5,55.17,0.117,0.508,50.35553107,2,End mill cutter
3,6,4,1,50.29,0.124,1.016,41.05576633,2,End mill cutter
3,6,4,1,45.11,0.117,1.524,47.60446481,2,End mill cutter
3,6,4,5,42.06,0.099,2.54,41.04497586,2,End mill cutter
3,6,4,1,37.8,0.091,3.175,42.68199379,2,End mill cutter
3,6,4,2,34.75,0.084,6.35,42.3766678,2,End mill cutter
3,6,4,4,32,0.079,9.525,46.09950315,2,End mill cutter
3,6,4,3,32,0.076,12.7,40.17040067,2,End mill cutter
3,6,4,2,31.7,0.071,19.05,44.35036385,2,End mill cutter
3,6,4,2,31.7,0.071,25.4,42.77155331,2,End mill cutter
3,6,4,3,31.39,0.069,44.45,46.70477951,2,End mill cutter
3,6,5,2,21.03,0.018,0.508,2.797291781,1,End mill cutter
3,6,5,3,18.29,0.02,1.016,4.223021918,1,End mill cutter
3,6,5,3,15.85,0.025,1.524,1.226387185,1,End mill cutter
3,6,5,4,15.24,0.02,2.54,5.173071382,1,End mill cutter
3,6,5,1,14.63,0.018,3.175,4.408065802,1,End mill cutter
3,6,5,1,13.41,0.015,6.35,1.67674712,1,End mill cutter
3,6,5,5,12.8,0.013,9.525,0.164793179,1,End mill cutter
3,6,5,2,12.8,0.013,12.7,1.147505828,1,End mill cutter
3,6,5,3,12.8,0.01,19.05,0.22109342,1,End mill cutter
3,6,5,2,12.5,0.01,25.4,2.710057842,1,End mill cutter
3,6,5,2,12.5,0.01,44.45,5.072377183,1,End mill cutter
3,6,5,5,20.12,0.02,0.508,11.09574212,1,End mill cutter
3,6,5,4,17.68,0.025,1.016,8.51358005,1,End mill cutter
3,6,5,2,15.54,0.03,1.524,7.770330474,1,End mill cutter
3,6,5,4,15.24,0.025,2.54,9.654343035,1,End mill cutter
3,6,5,3,14.33,0.02,3.175,10.79121275,1,End mill cutter
3,6,5,2,12.8,0.018,6.35,7.602765109,1,End mill cutter
3,6,5,4,12.19,0.015,9.525,8.921138653,1,End mill cutter
3,6,5,3,11.89,0.015,12.7,10.52381101,1,End mill cutter
3,6,5,2,11.58,0.013,19.05,7.472680932,1,End mill cutter
3,6,5,5,11.58,0.01,25.4,11.90093352,1,End mill cutter
3,6,5,5,11.28,0.01,44.45,7.93641531,1,End mill cutter
3,6,5,4,19.81,0.025,0.508,16.43966088,1,End mill cutter
3,6,5,2,17.37,0.03,1.016,18.7902619,1,End mill cutter
3,6,5,1,15.24,0.036,1.524,18.22790201,1,End mill cutter
3,6,5,5,14.33,0.03,2.54,15.92187454,1,End mill cutter
3,6,5,5,13.72,0.025,3.175,18.86313339,1,End mill cutter
3,6,5,2,12.5,0.02,6.35,15.83422551,1,End mill cutter
3,6,5,4,11.58,0.018,9.525,13.63620809,1,End mill cutter
3,6,5,1,11.58,0.015,12.7,15.4283995,1,End mill cutter
3,6,5,2,11.28,0.013,19.05,15.32069447,1,End mill cutter
3,6,5,1,11.28,0.013,25.4,18.63701855,1,End mill cutter
3,6,5,4,11.28,0.013,44.45,14.23556381,1,End mill cutter
3,6,5,3,18.59,0.043,0.508,24.99077027,1,End mill cutter
3,6,5,4,16.15,0.048,1.016,21.1594502,1,End mill cutter
3,6,5,3,14.33,0.051,1.524,21.06732675,1,End mill cutter
3,6,5,4,13.41,0.048,2.54,22.4410501,1,End mill cutter
3,6,5,2,12.8,0.043,3.175,25.08075538,1,End mill cutter
3,6,5,5,11.89,0.038,6.35,22.38833217,1,End mill cutter
3,6,5,3,10.97,0.036,9.525,23.23386809,1,End mill cutter
3,6,5,5,10.97,0.033,12.7,21.58668918,1,End mill cutter
3,6,5,5,10.97,0.03,19.05,19.79265733,1,End mill cutter
3,6,5,3,10.67,0.03,25.4,23.68143348,1,End mill cutter
3,6,5,4,10.67,0.025,44.45,23.27841755,1,End mill cutter
3,6,5,5,17.07,0.061,0.508,30.64128756,1,End mill cutter
3,6,5,2,15.24,0.066,1.016,25.86771079,1,End mill cutter
3,6,5,2,14.02,0.069,1.524,29.21637482,1,End mill cutter
3,6,5,4,12.19,0.061,2.54,35.57186886,1,End mill cutter
3,6,5,1,11.58,0.051,3.175,27.47458543,1,End mill cutter
3,6,5,5,10.97,0.048,6.35,35.52910515,1,End mill cutter
3,6,5,4,9.75,0.043,9.525,35.94979468,1,End mill cutter
3,6,5,1,9.75,0.041,12.7,31.98718757,1,End mill cutter
3,6,5,1,9.45,0.038,19.05,32.80968165,1,End mill cutter
3,6,5,3,9.45,0.036,25.4,34.92979046,1,End mill cutter
3,6,5,4,9.45,0.033,44.45,27.49231833,1,End mill cutter
3,6,5,2,16.46,0.061,0.508,40.05692096,1,End mill cutter
3,6,5,4,14.94,0.066,1.016,43.40543744,1,End mill cutter
3,6,5,2,13.41,0.061,1.524,43.41531694,1,End mill cutter
3,6,5,5,12.5,0.051,2.54,49.73044787,1,End mill cutter
3,6,5,5,11.28,0.048,3.175,48.44303583,1,End mill cutter
3,6,5,2,10.36,0.046,6.35,50.43763736,1,End mill cutter
3,6,5,2,9.45,0.041,9.525,42.0514211,1,End mill cutter
3,6,5,3,9.45,0.041,12.7,43.78397322,1,End mill cutter
3,6,5,3,9.45,0.038,19.05,39.86952788,1,End mill cutter
3,6,5,2,9.45,0.038,25.4,44.41824533,1,End mill cutter
3,6,5,5,9.45,0.036,44.45,47.45960246,1,End mill cutter
3,6,5,2,6.4,0.01,0.508,0.777106673,2,End mill cutter
3,6,5,1,6.4,0.015,1.016,3.163735755,2,End mill cutter
3,6,5,4,5.18,0.02,1.524,5.678045455,2,End mill cutter
3,6,5,3,5.18,0.015,2.54,2.847601197,2,End mill cutter
3,6,5,3,4.88,0.01,3.175,1.398652855,2,End mill cutter
3,6,5,3,4.57,0.008,6.35,3.653855237,2,End mill cutter
3,6,5,2,4.27,0.008,9.525,5.948109073,2,End mill cutter
3,6,5,5,4.27,0.005,12.7,0.578645463,2,End mill cutter
3,6,5,3,4.27,0.002,19.05,3.696809205,2,End mill cutter
3,6,5,2,4.27,0.002,25.4,2.305924406,2,End mill cutter
3,6,5,5,4.27,0.002,44.45,0.623012464,2,End mill cutter
3,6,5,4,7.01,0.015,0.508,12.53624683,2,End mill cutter
3,6,5,1,6.4,0.02,1.016,7.836991505,2,End mill cutter
3,6,5,3,5.18,0.023,1.524,8.326593644,2,End mill cutter
3,6,5,2,4.88,0.02,2.54,12.45539929,2,End mill cutter
3,6,5,5,4.88,0.015,3.175,7.199592164,2,End mill cutter
3,6,5,1,4.57,0.013,6.35,7.18783128,2,End mill cutter
3,6,5,3,4.27,0.01,9.525,10.28374538,2,End mill cutter
3,6,5,3,4.27,0.008,12.7,6.991371529,2,End mill cutter
3,6,5,3,3.96,0.005,19.05,9.481218335,2,End mill cutter
3,6,5,3,3.96,0.005,25.4,9.735794967,2,End mill cutter
3,6,5,2,3.96,0.002,44.45,7.139983518,2,End mill cutter
3,6,5,5,6.71,0.02,0.508,15.04232726,2,End mill cutter
3,6,5,4,6.4,0.023,1.016,16.83807517,2,End mill cutter
3,6,5,2,4.88,0.03,1.524,16.11941344,2,End mill cutter
3,6,5,1,4.88,0.023,2.54,17.71903185,2,End mill cutter
3,6,5,1,4.57,0.02,3.175,15.26290517,2,End mill cutter
3,6,5,2,4.27,0.015,6.35,14.7968711,2,End mill cutter
3,6,5,3,4.57,0.01,9.525,12.99738265,2,End mill cutter
3,6,5,3,3.96,0.01,12.7,12.99184992,2,End mill cutter
3,6,5,3,3.96,0.008,19.05,13.81934968,2,End mill cutter
3,6,5,1,3.96,0.005,25.4,16.3697911,2,End mill cutter
3,6,5,3,3.96,0.005,44.45,17.3846124,2,End mill cutter
3,6,5,5,6.4,0.038,0.508,23.69081302,2,End mill cutter
3,6,5,4,5.79,0.043,1.016,21.94761704,2,End mill cutter
3,6,5,5,4.88,0.048,1.524,19.73630829,2,End mill cutter
3,6,5,2,4.57,0.043,2.54,25.36039404,2,End mill cutter
3,6,5,2,4.27,0.038,3.175,22.54543834,2,End mill cutter
3,6,5,5,4.27,0.033,6.35,24.77988353,2,End mill cutter
3,6,5,1,3.96,0.03,9.525,21.34663417,2,End mill cutter
3,6,5,5,3.96,0.025,12.7,22.86849849,2,End mill cutter
3,6,5,5,3.66,0.023,19.05,23.61429419,2,End mill cutter
3,6,5,1,3.66,0.023,25.4,21.06018654,2,End mill cutter
3,6,5,4,3.66,0.02,44.45,25.04555806,2,End mill cutter
3,6,5,5,6.1,0.048,0.508,37.39637414,2,End mill cutter
3,6,5,5,5.18,0.053,1.016,34.79405487,2,End mill cutter
3,6,5,1,4.57,0.058,1.524,32.38096159,2,End mill cutter
3,6,5,5,4.57,0.053,2.54,36.36833305,2,End mill cutter
3,6,5,3,4.27,0.048,3.175,28.66036894,2,End mill cutter
3,6,5,2,3.96,0.043,6.35,25.76278419,2,End mill cutter
3,6,5,3,3.66,0.058,9.525,27.5595317,2,End mill cutter
3,6,5,5,3.66,0.036,12.7,25.66590451,2,End mill cutter
3,6,5,2,3.66,0.033,19.05,26.88940391,2,End mill cutter
3,6,5,1,3.66,0.03,25.4,31.85979125,2,End mill cutter
3,6,5,5,3.66,0.03,44.45,33.05622561,2,End mill cutter
3,6,5,3,5.79,0.051,0.508,46.76159193,2,End mill cutter
3,6,5,5,5.18,0.056,1.016,40.25831842,2,End mill cutter
3,6,5,5,4.57,0.058,1.524,43.03313422,2,End mill cutter
3,6,5,5,4.27,0.051,2.54,45.65158543,2,End mill cutter
3,6,5,1,4.27,0.043,3.175,46.36267938,2,End mill cutter
3,6,5,1,3.96,0.043,6.35,41.76640061,2,End mill cutter
3,6,5,4,3.66,0.038,9.525,42.34697943,2,End mill cutter
3,6,5,4,3.66,0.036,12.7,50.28901681,2,End mill cutter
3,6,5,1,3.66,0.036,19.05,49.61982204,2,End mill cutter
3,6,5,2,3.35,0.033,25.4,38.58662007,2,End mill cutter
3,6,5,2,3.35,0.033,44.45,46.70692131,2,End mill cutter
4,6,1,3,124.36,0.038,0.508,4.413130546,1,End mill cutter
4,6,1,5,108.81,0.046,1.016,2.068353171,1,End mill cutter
4,6,1,1,92.96,0.056,1.524,4.967697887,1,End mill cutter
4,6,1,4,90.22,0.046,2.54,3.100538667,1,End mill cutter
4,6,1,5,86.56,0.038,3.175,5.313254734,1,End mill cutter
4,6,1,1,79.25,0.03,6.35,6.086708587,1,End mill cutter
4,6,1,5,75.59,0.028,9.525,4.893443663,1,End mill cutter
4,6,1,3,74.98,0.025,12.7,1.898887063,1,End mill cutter
4,6,1,2,74.98,0.023,19.05,2.24104189,1,End mill cutter
4,6,1,5,74.37,0.023,25.4,5.973625952,1,End mill cutter
4,6,1,2,73.76,0.02,44.45,4.341030972,1,End mill cutter
4,6,1,5,118.59,0.046,0.508,12.31874694,1,End mill cutter
4,6,1,2,103.8,0.056,1.016,7.247520182,1,End mill cutter
4,6,1,5,90.22,0.066,1.524,8.910375098,1,End mill cutter
4,6,1,2,88.41,0.056,2.54,11.40768516,1,End mill cutter
4,6,1,3,83.89,0.046,3.175,10.24372201,1,End mill cutter
4,6,1,1,75.74,0.038,6.35,7.390796709,1,End mill cutter
4,6,1,4,71.21,0.03,9.525,8.297263949,1,End mill cutter
4,6,1,5,69.1,0.03,12.7,6.902471163,1,End mill cutter
4,6,1,5,68.5,0.025,19.05,10.73370664,1,End mill cutter
4,6,1,4,67.59,0.023,25.4,10.53071801,1,End mill cutter
4,6,1,5,66.39,0.02,44.45,9.190544265,1,End mill cutter
4,6,1,5,115.87,0.056,0.508,14.51731629,1,End mill cutter
4,6,1,3,102.29,0.066,1.016,13.67475278,1,End mill cutter
4,6,1,5,88.41,0.074,1.524,17.72760016,1,End mill cutter
4,6,1,4,83.89,0.066,2.54,15.97768043,1,End mill cutter
4,6,1,4,80.27,0.056,3.175,13.95266882,1,End mill cutter
4,6,1,2,73.02,0.046,6.35,13.02673706,1,End mill cutter
4,6,1,2,67.59,0.038,9.525,17.51254478,1,End mill cutter
4,6,1,3,66.99,0.033,12.7,12.76762532,1,End mill cutter
4,6,1,3,66.39,0.028,19.05,14.07634318,1,End mill cutter
4,6,1,4,66.39,0.028,25.4,14.56290573,1,End mill cutter
4,6,1,2,65.78,0.025,44.45,13.77445832,1,End mill cutter
4,6,1,2,109.54,0.094,0.508,19.58956656,1,End mill cutter
4,6,1,2,95.05,0.102,1.016,22.54828603,1,End mill cutter
4,6,1,5,83.89,0.112,1.524,19.64069396,1,End mill cutter
4,6,1,2,78.46,0.102,2.54,24.92742484,1,End mill cutter
4,6,1,4,74.83,0.094,3.175,20.31028324,1,End mill cutter
4,6,1,4,69.1,0.084,6.35,25.3436863,1,End mill cutter
4,6,1,2,63.97,0.074,9.525,23.78598283,1,End mill cutter
4,6,1,1,63.67,0.071,12.7,20.89728094,1,End mill cutter
4,6,1,4,63.67,0.069,19.05,21.11115261,1,End mill cutter
4,6,1,5,63.07,0.064,25.4,20.17351637,1,End mill cutter
4,6,1,4,63.07,0.056,44.45,19.17047897,1,End mill cutter
4,6,1,3,100.48,0.132,0.508,31.89458284,1,End mill cutter
4,6,1,3,89.32,0.14,1.016,36.01463276,1,End mill cutter
4,6,1,3,82.08,0.147,1.524,26.44427933,1,End mill cutter
4,6,1,4,72.12,0.132,2.54,32.16203259,1,End mill cutter
4,6,1,4,68.5,0.112,3.175,28.37755914,1,End mill cutter
4,6,1,5,63.97,0.102,6.35,31.49222655,1,End mill cutter
4,6,1,5,56.43,0.094,9.525,29.38064578,1,End mill cutter
4,6,1,5,56.43,0.086,12.7,34.41249955,1,End mill cutter
4,6,1,3,56.13,0.081,19.05,35.49681019,1,End mill cutter
4,6,1,2,55.82,0.074,25.4,28.07781978,1,End mill cutter
4,6,1,3,55.22,0.071,44.45,35.1107453,1,End mill cutter
4,6,1,3,95.66,0.132,0.508,50.02000511,1,End mill cutter
4,6,1,5,87.51,0.14,1.016,49.25267214,1,End mill cutter
4,6,1,1,78.46,0.132,1.524,50.30302584,1,End mill cutter
4,6,1,2,73.02,0.112,2.54,45.99795828,1,End mill cutter
4,6,1,3,65.78,0.102,3.175,44.6490184,1,End mill cutter
4,6,1,1,60.35,0.096,6.35,50.18941754,1,End mill cutter
4,6,1,2,55.82,0.089,9.525,46.80067192,1,End mill cutter
4,6,1,1,55.52,0.086,12.7,41.34656305,1,End mill cutter
4,6,1,5,55.22,0.081,19.05,44.36415907,1,End mill cutter
4,6,1,1,54.92,0.081,25.4,45.23924966,1,End mill cutter
4,6,1,2,54.62,0.079,44.45,41.09041651,1,End mill cutter
4,6,1,5,41.45,0.02,0.508,2.287778459,2,End mill cutter
4,6,1,4,41.45,0.028,1.016,5.786474271,2,End mill cutter
4,6,1,2,34.14,0.038,1.524,2.303218296,2,End mill cutter
4,6,1,5,33.22,0.028,2.54,4.741473927,2,End mill cutter
4,6,1,5,31.39,0.02,3.175,2.093197359,2,End mill cutter
4,6,1,3,29.57,0.015,6.35,3.285777891,2,End mill cutter
4,6,1,2,27.74,0.013,9.525,0.207080621,2,End mill cutter
4,6,1,3,27.43,0.01,12.7,5.687196665,2,End mill cutter
4,6,1,1,27.13,0.008,19.05,2.593726944,2,End mill cutter
4,6,1,1,26.82,0.008,25.4,5.924233574,2,End mill cutter
4,6,1,5,26.82,0.005,44.45,2.526336905,2,End mill cutter
4,6,1,3,45.42,0.028,0.508,7.595821029,2,End mill cutter
4,6,1,3,40.84,0.038,1.016,8.170352496,2,End mill cutter
4,6,1,5,33.22,0.046,1.524,9.596170934,2,End mill cutter
4,6,1,4,32.31,0.038,2.54,10.89214589,2,End mill cutter
4,6,1,4,31.39,0.028,3.175,11.45454059,2,End mill cutter
4,6,1,3,29.57,0.023,6.35,10.14602095,2,End mill cutter
4,6,1,3,26.82,0.018,9.525,8.139393145,2,End mill cutter
4,6,1,1,26.82,0.013,12.7,6.813895661,2,End mill cutter
4,6,1,2,26.52,0.01,19.05,8.59425534,2,End mill cutter
4,6,1,3,26.52,0.008,25.4,10.19025042,2,End mill cutter
4,6,1,1,26.21,0.008,44.45,6.953432211,2,End mill cutter
4,6,1,2,44.2,0.038,0.508,12.72427056,2,End mill cutter
4,6,1,2,40.54,0.046,1.016,14.03233588,2,End mill cutter
4,6,1,2,32.31,0.056,1.524,16.07903211,2,End mill cutter
4,6,1,2,31.39,0.046,2.54,18.97699598,2,End mill cutter
4,6,1,4,30.18,0.038,3.175,13.37754203,2,End mill cutter
4,6,1,5,28.65,0.028,6.35,14.26752567,2,End mill cutter
4,6,1,5,30.48,0.02,9.525,13.87736453,2,End mill cutter
4,6,1,2,26.52,0.018,12.7,17.22360717,2,End mill cutter
4,6,1,2,26.21,0.015,19.05,14.59617751,2,End mill cutter
4,6,1,3,26.21,0.01,25.4,13.54798645,2,End mill cutter
4,6,1,4,25.6,0.008,44.45,17.5411598,2,End mill cutter
4,6,1,1,41.45,0.074,0.508,21.40097863,2,End mill cutter
4,6,1,2,37.8,0.084,1.016,23.01586145,2,End mill cutter
4,6,1,3,31.39,0.094,1.524,24.66822502,2,End mill cutter
4,6,1,3,29.87,0.084,2.54,25.09441208,2,End mill cutter
4,6,1,2,28.65,0.074,3.175,25.15758197,2,End mill cutter
4,6,1,1,26.82,0.066,6.35,19.76546323,2,End mill cutter
4,6,1,5,24.99,0.056,9.525,22.63765432,2,End mill cutter
4,6,1,2,24.69,0.048,12.7,24.60957463,2,End mill cutter
4,6,1,5,24.69,0.043,19.05,22.62073084,2,End mill cutter
4,6,1,2,24.08,0.041,25.4,22.94908297,2,End mill cutter
4,6,1,1,24.08,0.038,44.45,22.20314172,2,End mill cutter
4,6,1,2,38.71,0.094,0.508,34.36591306,2,End mill cutter
4,6,1,5,34.14,0.102,1.016,31.33297747,2,End mill cutter
4,6,1,5,30.18,0.112,1.524,29.29780754,2,End mill cutter
4,6,1,5,29.26,0.102,2.54,27.41630914,2,End mill cutter
4,6,1,5,27.74,0.094,3.175,32.20297412,2,End mill cutter
4,6,1,4,25.6,0.084,6.35,29.9805944,2,End mill cutter
4,6,1,3,24.08,0.112,9.525,28.66091135,2,End mill cutter
4,6,1,5,23.47,0.071,12.7,28.50429376,2,End mill cutter
4,6,1,1,23.47,0.066,19.05,25.60634224,2,End mill cutter
4,6,1,4,23.16,0.058,25.4,35.2320744,2,End mill cutter
4,6,1,5,23.16,0.056,44.45,32.54007758,2,End mill cutter
4,6,1,5,37.8,0.096,0.508,38.31707087,2,End mill cutter
4,6,1,4,33.22,0.104,1.016,46.94786699,2,End mill cutter
4,6,1,4,29.26,0.112,1.524,45.05646009,2,End mill cutter
4,6,1,2,28.04,0.099,2.54,43.29844197,2,End mill cutter
4,6,1,5,26.82,0.084,3.175,39.28965969,2,End mill cutter
4,6,1,1,24.99,0.081,6.35,44.50300639,2,End mill cutter
4,6,1,5,22.86,0.074,9.525,43.01405532,2,End mill cutter
4,6,1,3,22.86,0.069,12.7,49.43721736,2,End mill cutter
4,6,1,4,22.86,0.069,19.05,49.27238245,2,End mill cutter
4,6,1,3,22.56,0.066,25.4,48.77052309,2,End mill cutter
4,6,1,3,22.56,0.066,44.45,44.6461131,2,End mill cutter
4,6,2,1,110.95,0.018,0.508,3.323119733,1,End mill cutter
4,6,2,5,96.93,0.023,1.016,6.173546,1,End mill cutter
4,6,2,2,83.21,0.028,1.524,4.953038933,1,End mill cutter
4,6,2,5,80.47,0.023,2.54,5.611147471,1,End mill cutter
4,6,2,2,77.11,0.018,3.175,4.50222203,1,End mill cutter
4,6,2,2,70.71,0.015,6.35,1.006582309,1,End mill cutter
4,6,2,4,67.36,0.015,9.525,2.009026143,1,End mill cutter
4,6,2,1,67.06,0.013,12.7,2.060224262,1,End mill cutter
4,6,2,2,66.75,0.013,19.05,5.05521885,1,End mill cutter
4,6,2,2,66.14,0.01,25.4,5.895657915,1,End mill cutter
4,6,2,1,65.84,0.01,44.45,3.697365537,1,End mill cutter
4,6,2,2,106.68,0.023,0.508,10.01884983,1,End mill cutter
4,6,2,4,93.57,0.028,1.016,11.61458777,1,End mill cutter
4,6,2,1,81.38,0.033,1.524,7.440007037,1,End mill cutter
4,6,2,5,79.86,0.028,2.54,11.38803782,1,End mill cutter
4,6,2,5,75.59,0.023,3.175,10.14242346,1,End mill cutter
4,6,2,5,68.28,0.018,6.35,12.53778422,1,End mill cutter
4,6,2,2,64.31,0.015,9.525,8.421874097,1,End mill cutter
4,6,2,4,62.48,0.015,12.7,12.18478963,1,End mill cutter
4,6,2,2,61.57,0.013,19.05,7.977305841,1,End mill cutter
4,6,2,2,60.96,0.013,25.4,7.930377967,1,End mill cutter
4,6,2,5,60.05,0.01,44.45,11.87087722,1,End mill cutter
4,6,2,1,104.55,0.028,0.508,18.31098685,1,End mill cutter
4,6,2,4,92.05,0.033,1.016,18.26661441,1,End mill cutter
4,6,2,1,79.86,0.038,1.524,17.42451422,1,End mill cutter
4,6,2,5,75.59,0.033,2.54,13.33568801,1,End mill cutter
4,6,2,5,72.24,0.028,3.175,13.42299145,1,End mill cutter
4,6,2,3,65.84,0.023,6.35,13.0529416,1,End mill cutter
4,6,2,2,60.96,0.018,9.525,18.94413711,1,End mill cutter
4,6,2,1,60.35,0.018,12.7,18.95543086,1,End mill cutter
4,6,2,3,60.05,0.015,19.05,17.39561912,1,End mill cutter
4,6,2,3,59.74,0.015,25.4,14.19632682,1,End mill cutter
4,6,2,5,59.13,0.013,44.45,18.0555818,1,End mill cutter
4,6,2,1,98.76,0.048,0.508,22.28228573,1,End mill cutter
4,6,2,5,85.65,0.053,1.016,19.91721492,1,End mill cutter
4,6,2,1,75.59,0.056,1.524,20.35415678,1,End mill cutter
4,6,2,2,70.71,0.053,2.54,24.36747851,1,End mill cutter
4,6,2,3,67.36,0.048,3.175,20.75688526,1,End mill cutter
4,6,2,4,62.48,0.043,6.35,19.35601533,1,End mill cutter
4,6,2,5,57.61,0.038,9.525,20.64065147,1,End mill cutter
4,6,2,3,57.3,0.036,12.7,25.39995113,1,End mill cutter
4,6,2,2,57.3,0.036,19.05,24.98966691,1,End mill cutter
4,6,2,3,56.69,0.033,25.4,19.54517756,1,End mill cutter
4,6,2,1,56.69,0.028,44.45,24.87486416,1,End mill cutter
4,6,2,1,90.53,0.066,0.508,30.71315444,1,End mill cutter
4,6,2,3,80.47,0.071,1.016,33.44997529,1,End mill cutter
4,6,2,5,73.76,0.076,1.524,34.14802629,1,End mill cutter
4,6,2,3,64.92,0.066,2.54,32.94963778,1,End mill cutter
4,6,2,5,61.57,0.056,3.175,29.8348359,1,End mill cutter
4,6,2,5,57.61,0.053,6.35,36.77726099,1,End mill cutter
4,6,2,4,50.9,0.048,9.525,32.97276765,1,End mill cutter
4,6,2,3,50.6,0.043,12.7,32.67260219,1,End mill cutter
4,6,2,5,50.6,0.041,19.05,37.66653026,1,End mill cutter
4,6,2,1,50.29,0.038,25.4,26.50640773,1,End mill cutter
4,6,2,5,49.99,0.036,44.45,33.95844067,1,End mill cutter
4,6,2,4,86.26,0.066,0.508,41.97520332,1,End mill cutter
4,6,2,4,78.94,0.071,1.016,41.46450778,1,End mill cutter
4,6,2,4,70.71,0.066,1.524,42.74008194,1,End mill cutter
4,6,2,4,65.84,0.056,2.54,40.40522478,1,End mill cutter
4,6,2,5,59.13,0.053,3.175,42.53173921,1,End mill cutter
4,6,2,1,54.25,0.048,6.35,45.38254817,1,End mill cutter
4,6,2,5,50.29,0.046,9.525,41.74050541,1,End mill cutter
4,6,2,5,49.99,0.043,12.7,43.09113988,1,End mill cutter
4,6,2,5,49.99,0.041,19.05,50.36666332,1,End mill cutter
4,6,2,4,49.38,0.041,25.4,49.44185815,1,End mill cutter
4,6,2,3,49.38,0.041,44.45,42.22697697,1,End mill cutter
4,6,2,4,36.88,0.02,0.508,2.785105359,2,End mill cutter
4,6,2,4,36.88,0.028,1.016,4.85928077,2,End mill cutter
4,6,2,2,30.48,0.038,1.524,2.878323395,2,End mill cutter
4,6,2,3,29.57,0.028,2.54,5.339066763,2,End mill cutter
4,6,2,5,28.04,0.02,3.175,2.428114161,2,End mill cutter
4,6,2,5,26.21,0.015,6.35,4.439921546,2,End mill cutter
4,6,2,2,24.69,0.013,9.525,1.002401866,2,End mill cutter
4,6,2,4,24.69,0.01,12.7,1.447475606,2,End mill cutter
4,6,2,5,24.08,0.008,19.05,3.68050495,2,End mill cutter
4,6,2,1,24.08,0.008,25.4,5.208058113,2,End mill cutter
4,6,2,1,23.77,0.005,44.45,1.781440758,2,End mill cutter
4,6,2,4,40.54,0.028,0.508,12.38308244,2,End mill cutter
4,6,2,3,36.27,0.038,1.016,8.618894199,2,End mill cutter
4,6,2,3,29.57,0.046,1.524,12.36790827,2,End mill cutter
4,6,2,2,28.96,0.038,2.54,9.896474466,2,End mill cutter
4,6,2,4,28.04,0.028,3.175,11.16404448,2,End mill cutter
4,6,2,3,26.21,0.023,6.35,10.17091595,2,End mill cutter
4,6,2,1,24.08,0.018,9.525,8.173644885,2,End mill cutter
4,6,2,2,23.77,0.013,12.7,11.30508285,2,End mill cutter
4,6,2,2,23.77,0.01,19.05,7.047570427,2,End mill cutter
4,6,2,3,23.77,0.008,25.4,10.45250902,2,End mill cutter
4,6,2,3,23.47,0.008,44.45,6.860866828,2,End mill cutter
4,6,2,2,39.32,0.038,0.508,18.48633418,2,End mill cutter
4,6,2,3,36.27,0.046,1.016,14.47382304,2,End mill cutter
4,6,2,4,28.96,0.058,1.524,13.34871008,2,End mill cutter
4,6,2,1,28.04,0.046,2.54,16.40913644,2,End mill cutter
4,6,2,4,27.13,0.038,3.175,13.63798399,2,End mill cutter
4,6,2,1,25.6,0.028,6.35,16.35342601,2,End mill cutter
4,6,2,2,27.13,0.02,9.525,12.83416253,2,End mill cutter
4,6,2,2,23.77,0.018,12.7,15.11874513,2,End mill cutter
4,6,2,4,23.47,0.015,19.05,16.22028976,2,End mill cutter
4,6,2,1,23.47,0.01,25.4,13.77507002,2,End mill cutter
4,6,2,3,22.86,0.008,44.45,17.36641055,2,End mill cutter
4,6,2,2,36.88,0.076,0.508,22.25622924,2,End mill cutter
4,6,2,3,33.83,0.084,1.016,19.13563958,2,End mill cutter
4,6,2,3,28.04,0.094,1.524,24.02313742,2,End mill cutter
4,6,2,4,26.82,0.084,2.54,21.22837239,2,End mill cutter
4,6,2,3,25.6,0.076,3.175,20.10792191,2,End mill cutter
4,6,2,4,23.77,0.066,6.35,20.20122339,2,End mill cutter
4,6,2,1,22.25,0.058,9.525,21.87035723,2,End mill cutter
4,6,2,1,21.95,0.048,12.7,21.16439868,2,End mill cutter
4,6,2,1,21.95,0.043,19.05,20.09837349,2,End mill cutter
4,6,2,4,21.64,0.043,25.4,20.93937787,2,End mill cutter
4,6,2,5,21.64,0.038,44.45,23.60258448,2,End mill cutter
4,6,2,1,34.44,0.094,0.508,25.89359912,2,End mill cutter
4,6,2,1,30.48,0.104,1.016,33.95342743,2,End mill cutter
4,6,2,5,27.13,0.112,1.524,33.76297221,2,End mill cutter
4,6,2,4,25.91,0.104,2.54,37.87148478,2,End mill cutter
4,6,2,1,24.69,0.094,3.175,30.23478482,2,End mill cutter
4,6,2,3,22.86,0.084,6.35,30.39497073,2,End mill cutter
4,6,2,1,21.34,0.112,9.525,27.4289592,2,End mill cutter
4,6,2,2,21.03,0.071,12.7,36.29225005,2,End mill cutter
4,6,2,1,20.73,0.066,19.05,33.25795426,2,End mill cutter
4,6,2,4,20.73,0.058,25.4,37.35803122,2,End mill cutter
