Feature,Operation,Work Material,Speed,feed per tooth,No. of tooth,Dia. Of tool,Cutting tool material,Depth of cut,Feed,Spindle speed
3,6,3,133.81,0.015,4,10.99927426,2,44.45,0.06,3873.08121
3,6,3,224.33,0.086,3,15.12705761,2,0.508,0.258,4721.336548
3,6,3,206.04,0.107,3,15.6088817,2,1.016,0.321,4202.539612
3,6,3,163.98,0.132,4,18.72741071,2,1.524,0.528,2787.694708
3,6,3,158.8,0.107,4,18.91729535,2,2.54,0.428,2672.535713
3,6,3,153.92,0.086,4,13.3699175,2,3.175,0.344,3665.206017
3,6,3,144.78,0.066,4,14.37492657,2,6.35,0.264,3206.527738
3,6,3,154.84,0.046,3,16.26942951,2,9.525,0.138,3030.001906
3,6,3,134.72,0.041,3,15.23563342,2,12.7,0.123,2815.163499
3,6,3,133.81,0.036,4,15.90833775,2,19.05,0.144,2677.909102
3,6,3,132.89,0.025,3,18.71249775,2,25.4,0.075,2260.958567
3,6,3,130.76,0.02,4,17.93418529,2,44.45,0.08,2321.268206
3,6,3,210.31,0.173,3,24.2210841,2,0.508,0.519,2764.384246
3,6,3,192.02,0.193,4,23.47501509,2,1.016,0.772,2604.189891
3,6,3,158.8,0.218,4,24.49568289,2,1.524,0.872,2063.920717
3,6,3,151.79,0.193,3,23.68985922,2,2.54,0.579,2039.918163
3,6,3,144.78,0.173,3,24.42485789,2,3.175,0.519,1887.159425
3,6,3,135.64,0.152,3,21.73741205,2,6.35,0.456,1986.607208
3,6,3,126.8,0.132,4,23.42590818,2,9.525,0.528,1723.276162
3,6,3,125.58,0.112,4,25.19718238,2,12.7,0.448,1586.720975
3,6,3,124.66,0.102,4,25.25792086,2,19.05,0.408,1571.308964
3,6,3,122.83,0.096,3,19.99790454,2,25.4,0.288,1955.473904
3,6,3,122.83,0.086,3,20.09973076,2,44.45,0.258,1945.567377
3,6,3,195.99,0.218,3,34.69311432,2,0.508,0.654,1798.550719
3,6,3,173.13,0.239,4,37.02993157,2,1.016,0.956,1488.509063
3,6,3,153.92,0.259,3,28.34760567,2,1.524,0.777,1728.664588
3,6,3,147.83,0.239,4,29.25295788,2,2.54,0.956,1608.884452
3,6,3,140.82,0.218,4,33.14790739,2,3.175,0.872,1352.509383
3,6,3,130.76,0.193,3,26.37221043,2,6.35,0.579,1578.557635
3,6,3,121.62,0.259,3,33.07181988,2,9.525,0.777,1170.789904
3,6,3,119.79,0.163,3,33.73711416,2,12.7,0.489,1130.432663
3,6,3,118.57,0.152,4,28.03965194,2,19.05,0.608,1346.2765
3,6,3,117.65,0.137,4,29.4604306,2,25.4,0.548,1271.407898
3,6,3,117.65,0.132,4,36.42655877,2,44.45,0.528,1028.266886
3,6,3,192.02,0.224,3,41.74102651,2,0.508,0.672,1464.587772
3,6,3,167.94,0.244,3,50.13190857,2,1.016,0.732,1066.527293
3,6,3,147.83,0.259,3,41.39533353,2,1.524,0.777,1136.954944
3,6,3,141.73,0.229,3,44.16111236,2,2.54,0.687,1021.771645
3,6,3,136.86,0.193,3,42.18264612,2,3.175,0.579,1032.939249
3,6,3,126.8,0.188,3,38.20643683,2,6.35,0.564,1056.610155
3,6,3,116.74,0.173,3,41.95405214,2,9.525,0.519,885.8860012
3,6,3,116.74,0.158,3,47.50630023,2,12.7,0.474,782.3490212
3,6,3,115.52,0.158,3,39.64275085,2,19.05,0.474,927.7382462
3,6,3,114.6,0.152,4,50.28092441,2,25.4,0.608,725.6269892
3,6,3,114.6,0.152,4,38.66213217,2,44.45,0.608,943.6933182
3,6,4,70.71,0.033,3,6.231630612,1,0.508,0.099,3612.527808
3,6,4,61.87,0.041,2,2.385232419,1,1.016,0.082,8258.125453
3,6,4,53.04,0.051,3,2.378008656,1,1.524,0.153,7101.043088
3,6,4,51.51,0.041,3,0.454860003,1,2.54,0.123,36053.36983
3,6,4,49.38,0.033,2,4.56863775,1,3.175,0.066,3441.093119
3,6,4,45.11,0.028,3,5.14397156,1,6.35,0.084,2791.941614
3,6,4,42.98,0.025,2,2.720092083,1,9.525,0.05,5030.543033
3,6,4,42.67,0.023,2,2.937746524,1,12.7,0.046,4624.240206
3,6,4,42.67,0.02,3,4.180624446,1,19.05,0.06,3249.477624
3,6,4,42.37,0.02,2,2.356377219,1,25.4,0.04,5724.60746
3,6,4,42.06,0.018,2,5.133915866,1,44.45,0.036,2608.270231
3,6,4,67.97,0.041,2,9.320995762,1,0.508,0.082,2321.598011
3,6,4,59.74,0.051,2,10.01734673,1,1.016,0.102,1898.648522
3,6,4,51.82,0.058,2,7.973688331,1,1.524,0.116,2069.046332
3,6,4,50.9,0.051,2,11.1169061,1,2.54,0.102,1457.692465
3,6,4,48.16,0.041,2,7.865295598,1,3.175,0.082,1949.411361
3,6,4,43.59,0.033,2,11.94212881,1,6.35,0.066,1162.083089
3,6,4,40.84,0.028,2,11.43104491,1,9.525,0.056,1137.448824
3,6,4,39.93,0.028,3,11.71826013,1,12.7,0.084,1084.846368
3,6,4,39.32,0.023,3,12.50295422,1,19.05,0.069,1001.227874
3,6,4,38.71,0.02,2,7.700252067,1,25.4,0.04,1600.480153
3,6,4,38.1,0.018,2,7.285975645,1,44.45,0.036,1664.827818
3,6,4,66.75,0.051,3,17.19949028,1,0.508,0.153,1235.571145
3,6,4,58.83,0.058,2,17.77108879,1,1.016,0.116,1053.942397
3,6,4,50.9,0.066,3,16.22610327,1,1.524,0.198,998.7012888
3,6,4,48.16,0.058,3,13.87861704,1,2.54,0.174,1104.771214
3,6,4,46.02,0.051,3,12.99200591,1,3.175,0.153,1127.723079
3,6,4,42.06,0.041,2,16.50845062,1,6.35,0.082,811.138503
3,6,4,38.71,0.033,2,18.97384899,1,9.525,0.066,649.5308682
3,6,4,38.71,0.028,3,15.545478,1,12.7,0.084,792.7772055
3,6,4,38.1,0.025,3,16.15095087,1,19.05,0.075,751.032867
3,6,4,38.1,0.025,3,13.37127908,1,25.4,0.075,907.1604041
3,6,4,37.8,0.023,3,14.80264554,1,44.45,0.069,812.9887268
3,6,4,62.79,0.084,3,22.56611729,1,0.508,0.252,885.8612515
3,6,4,54.56,0.091,3,19.6045643,1,1.016,0.273,886.0316395
3,6,4,48.16,0.099,3,20.71812366,1,1.524,0.297,740.0620271
3,6,4,45.11,0.091,3,19.83783734,1,2.54,0.273,723.9533226
3,6,4,42.98,0.084,3,24.34021559,1,3.175,0.252,562.1782692
3,6,4,39.93,0.074,3,24.48000632,1,6.35,0.222,519.3018243
3,6,4,36.88,0.066,2,20.8486843,1,9.525,0.132,563.1762387
3,6,4,36.58,0.061,3,24.25708286,1,12.7,0.183,480.1060658
3,6,4,36.58,0.061,3,19.92359866,1,19.05,0.183,584.5315807
3,6,4,36.27,0.056,3,23.83555462,1,25.4,0.168,484.4560204
3,6,4,36.27,0.051,3,21.939675,1,44.45,0.153,526.3194617
3,6,4,57.61,0.117,2,32.73635081,1,0.508,0.234,560.2729727
3,6,4,51.51,0.124,2,33.22308897,1,1.016,0.248,493.6096076
3,6,4,47.24,0.132,2,29.18700526,1,1.524,0.264,515.2908326
3,6,4,41.45,0.117,2,31.90474457,1,2.54,0.234,413.6198059
3,6,4,39.32,0.099,3,26.08977772,1,3.175,0.297,479.8165169
3,6,4,36.88,0.091,3,35.03311656,1,6.35,0.273,335.1538418
3,6,4,32.61,0.084,3,29.5985359,1,9.525,0.252,350.7620772
3,6,4,32.31,0.076,3,34.54664698,1,12.7,0.228,297.7577811
3,6,4,32.31,0.071,2,38.01143188,1,19.05,0.142,270.6168234
3,6,4,32,0.066,2,36.17745371,1,25.4,0.132,281.6073887
3,6,4,31.7,0.061,2,25.96167846,1,44.45,0.122,388.7393991
3,6,4,55.17,0.117,2,41.06580671,1,0.508,0.234,427.7152045
3,6,4,50.29,0.124,2,46.92002276,1,1.016,0.248,341.2365049
3,6,4,45.11,0.117,2,38.62085609,1,1.524,0.234,371.863022
3,6,4,42.06,0.099,2,42.70707582,1,2.54,0.198,313.5461669
3,6,4,37.8,0.091,3,41.77768773,1,3.175,0.273,288.0576836
3,6,4,34.75,0.084,2,41.39869064,1,6.35,0.168,267.239264
3,6,4,32,0.079,2,49.31185827,1,9.525,0.158,206.6001693
3,6,4,32,0.076,3,39.00124478,1,12.7,0.228,261.2182848
3,6,4,31.7,0.071,3,48.46819738,1,19.05,0.213,208.225761
3,6,4,31.7,0.071,3,40.99585933,1,25.4,0.213,246.1791861
3,6,4,31.39,0.069,2,39.18398824,1,44.45,0.138,255.0437832
3,6,4,70.71,0.033,4,6.147929873,2,0.508,0.132,3661.710419
3,6,4,61.87,0.041,3,0.911989501,2,1.016,0.123,21598.43785
3,6,4,53.04,0.051,4,1.816682912,2,1.524,0.204,9295.150971
3,6,4,51.51,0.041,4,6.061503407,2,2.54,0.164,2705.473347
3,6,4,49.38,0.033,4,6.290044624,2,3.175,0.132,2499.363497
3,6,4,45.11,0.028,3,4.723905249,2,6.35,0.084,3040.210906
3,6,4,42.98,0.025,3,4.621330124,2,9.525,0.075,2960.952779
3,6,4,42.67,0.023,4,4.753528698,2,12.7,0.092,2857.844447
3,6,4,42.67,0.02,3,0.991414545,2,19.05,0.06,13702.48768
3,6,4,42.37,0.02,4,3.717714231,2,25.4,0.08,3628.394699
3,6,4,42.06,0.018,3,3.793978559,2,44.45,0.054,3529.445334
3,6,4,67.97,0.041,3,11.32914009,2,0.508,0.123,1910.083647
3,6,4,59.74,0.051,4,7.044802598,2,1.016,0.204,2699.780484
3,6,4,51.82,0.058,3,9.691746853,2,1.524,0.174,1702.265943
3,6,4,50.9,0.051,3,7.509182569,2,2.54,0.153,2158.028533
3,6,4,48.16,0.041,3,11.91474905,2,3.175,0.123,1286.866935
3,6,4,43.59,0.033,4,12.34476417,2,6.35,0.132,1124.180725
3,6,4,40.84,0.028,4,8.217030706,2,9.525,0.112,1582.351223
3,6,4,39.93,0.028,3,12.41299374,2,12.7,0.084,1024.129409
3,6,4,39.32,0.023,3,7.475692063,2,19.05,0.069,1674.534768
3,6,4,38.71,0.02,4,9.743741793,2,25.4,0.08,1264.822167
3,6,4,38.1,0.018,3,8.002957145,2,44.45,0.054,1515.676608
3,6,4,66.75,0.051,4,16.504815,2,0.508,0.204,1287.575407
3,6,4,58.83,0.058,4,17.66924886,2,1.016,0.232,1060.016985
3,6,4,50.9,0.066,4,15.84597697,2,1.524,0.264,1022.658955
3,6,4,48.16,0.058,4,17.76549687,2,2.54,0.232,863.0603864
3,6,4,46.02,0.051,4,13.92110549,2,3.175,0.204,1052.458436
3,6,4,42.06,0.041,3,13.19854948,2,6.35,0.123,1014.553906
3,6,4,38.71,0.033,3,16.0516603,2,9.525,0.099,767.7773122
3,6,4,38.71,0.028,4,14.8029973,2,12.7,0.112,832.5408941
3,6,4,38.1,0.025,4,15.81242668,2,19.05,0.1,767.1115373
3,6,4,38.1,0.025,3,13.27123048,2,25.4,0.075,913.9992675
3,6,4,37.8,0.023,3,15.89959375,2,44.45,0.069,756.8988332
3,6,4,62.79,0.084,3,25.36494852,2,0.508,0.252,788.1131273
3,6,4,54.56,0.091,4,25.16537122,2,1.016,0.364,690.2447056
3,6,4,48.16,0.099,4,23.13944715,2,1.524,0.396,662.6215611
3,6,4,45.11,0.091,4,23.88547111,2,2.54,0.364,601.2721371
3,6,4,42.98,0.084,3,23.81882181,2,3.175,0.252,574.4843461
3,6,4,39.93,0.074,3,22.85643842,2,6.35,0.222,556.1895386
3,6,4,36.88,0.066,4,20.22078436,2,9.525,0.264,580.6641027
3,6,4,36.58,0.061,3,25.1600071,2,12.7,0.183,462.8763646
3,6,4,36.58,0.061,4,24.01390346,2,19.05,0.244,484.967912
3,6,4,36.27,0.056,4,21.71861179,2,25.4,0.224,531.6766121
3,6,4,36.27,0.051,4,21.66888378,2,44.45,0.204,532.8967589
3,6,4,57.61,0.117,4,28.0876846,2,0.508,0.468,653.0012296
3,6,4,51.51,0.124,4,26.0845597,2,1.016,0.496,628.6951399
3,6,4,47.24,0.132,3,33.15231853,2,1.524,0.396,453.6574487
3,6,4,41.45,0.117,4,36.63620907,2,2.54,0.468,360.2019584
3,6,4,39.32,0.099,3,36.50956945,2,3.175,0.297,342.8774006
3,6,4,36.88,0.091,4,36.66477638,2,6.35,0.364,320.2387894
3,6,4,32.61,0.084,4,36.71068209,2,9.525,0.336,282.8071652
3,6,4,32.31,0.076,4,36.5409175,2,12.7,0.304,281.5072433
3,6,4,32.31,0.071,4,29.09525875,2,19.05,0.284,353.5467081
3,6,4,32,0.066,4,30.2558815,2,25.4,0.264,336.7225731
3,6,4,31.7,0.061,3,28.73765212,2,44.45,0.183,351.1883031
3,6,4,55.17,0.117,3,48.96752157,2,0.508,0.351,358.6963226
3,6,4,50.29,0.124,3,38.64247872,2,1.016,0.372,414.3322351
3,6,4,45.11,0.117,4,38.3010359,2,1.524,0.468,374.9681418
3,6,4,42.06,0.099,3,39.35062099,2,2.54,0.297,340.2904347
3,6,4,37.8,0.091,4,46.56991497,2,3.175,0.364,258.4154161
3,6,4,34.75,0.084,4,48.71213843,2,6.35,0.336,227.117018
3,6,4,32,0.079,4,43.87006415,2,9.525,0.316,232.2275671
3,6,4,32,0.076,4,39.31451365,2,12.7,0.304,259.1368256
3,6,4,31.7,0.071,3,42.63115066,2,19.05,0.213,236.7359813
3,6,4,31.7,0.071,4,46.14592716,2,25.4,0.284,218.7046161
3,6,4,31.39,0.069,3,39.97393036,2,44.45,0.207,250.0037527
3,6,5,21.03,0.018,3,1.304267257,1,0.508,0.054,5133.395725
3,6,5,18.29,0.02,2,2.785024563,1,1.016,0.04,2090.82045
3,6,5,15.85,0.025,3,4.054973556,1,1.524,0.075,1244.438113
3,6,5,15.24,0.02,3,3.755375964,1,2.54,0.06,1292.003257
3,6,5,14.63,0.018,3,5.752220801,1,3.175,0.054,809.7311403
3,6,5,13.41,0.015,2,0.038225722,1,6.35,0.03,111687.6466
3,6,5,12.8,0.013,2,4.259378429,1,9.525,0.026,956.7441294
3,6,5,12.8,0.013,3,6.062352398,1,12.7,0.039,672.2036331
3,6,5,12.8,0.01,2,1.381991339,1,19.05,0.02,2948.741568
3,6,5,12.5,0.01,2,6.308093202,1,25.4,0.02,630.8759551
3,6,5,12.5,0.01,2,5.128613238,1,44.45,0.02,775.9649907
3,6,5,20.12,0.02,2,10.68464028,1,0.508,0.04,599.5151116
3,6,5,17.68,0.025,2,7.339856672,1,1.016,0.05,766.8788227
3,6,5,15.54,0.03,3,7.916643813,1,1.524,0.09,624.9452515
3,6,5,15.24,0.025,2,7.165098015,1,2.54,0.05,677.165611
3,6,5,14.33,0.02,3,12.4235647,1,3.175,0.06,367.2248211
3,6,5,12.8,0.018,3,11.27571379,1,6.35,0.054,361.4081898
3,6,5,12.19,0.015,2,6.888803156,1,9.525,0.03,563.3677654
3,6,5,11.89,0.015,2,6.984578284,1,12.7,0.03,541.9681049
3,6,5,11.58,0.013,2,12.60237694,1,19.05,0.026,292.5419539
3,6,5,11.58,0.01,2,9.446401878,1,25.4,0.02,390.2781208
3,6,5,11.28,0.01,3,9.798738352,1,44.45,0.03,366.4974878
3,6,5,19.81,0.025,2,12.99896618,1,0.508,0.05,485.1854016
3,6,5,17.37,0.03,3,14.48078671,1,1.016,0.09,381.8912655
3,6,5,15.24,0.036,2,17.58956682,1,1.524,0.072,275.8429485
3,6,5,14.33,0.03,3,13.22912289,1,2.54,0.09,344.8634775
3,6,5,13.72,0.025,2,13.29970559,1,3.175,0.05,328.4310039
3,6,5,12.5,0.02,3,17.76821361,1,6.35,0.06,223.9743629
3,6,5,11.58,0.018,2,18.88339299,1,9.525,0.036,195.2363103
3,6,5,11.58,0.015,2,13.03207363,1,12.7,0.03,282.8961896
3,6,5,11.28,0.013,3,16.39807556,1,19.05,0.039,219.0021004
3,6,5,11.28,0.013,3,16.51092288,1,25.4,0.039,217.5052852
3,6,5,11.28,0.013,2,16.39749901,1,44.45,0.026,219.0098006
3,6,5,18.59,0.043,3,21.43595972,1,0.508,0.129,276.1013442
3,6,5,16.15,0.048,2,21.13221279,1,1.016,0.096,243.3098075
3,6,5,14.33,0.051,3,19.62031029,1,1.524,0.153,232.5264615
3,6,5,13.41,0.048,2,22.52300927,1,2.54,0.096,189.5546427
3,6,5,12.8,0.043,3,21.81900747,1,3.175,0.129,186.7699671
3,6,5,11.89,0.038,2,22.70512143,1,6.35,0.076,166.7209166
3,6,5,10.97,0.036,2,22.26273882,1,9.525,0.072,156.8772977
3,6,5,10.97,0.033,3,21.64064249,1,12.7,0.099,161.3869971
3,6,5,10.97,0.03,2,21.51058569,1,19.05,0.06,162.3627713
3,6,5,10.67,0.03,2,21.49512632,1,25.4,0.06,158.0361647
3,6,5,10.67,0.025,2,21.9590575,1,44.45,0.05,154.697319
3,6,5,17.07,0.061,3,27.59165265,1,0.508,0.183,196.9644604
3,6,5,15.24,0.066,3,33.07657779,1,1.016,0.198,146.6886328
3,6,5,14.02,0.069,2,34.76072243,1,1.524,0.138,128.407764
3,6,5,12.19,0.061,3,37.35985546,1,2.54,0.183,103.8796749
3,6,5,11.58,0.051,2,29.43844372,1,3.175,0.102,125.2350161
3,6,5,10.97,0.048,3,37.38579778,1,6.35,0.144,93.41831694
3,6,5,9.75,0.043,3,31.19899775,1,9.525,0.129,99.49380416
3,6,5,9.75,0.041,3,36.57321569,1,12.7,0.123,84.87377753
3,6,5,9.45,0.038,3,25.52404568,1,19.05,0.114,117.873006
3,6,5,9.45,0.036,2,29.24256702,1,25.4,0.072,102.8841273
3,6,5,9.45,0.033,3,31.82983758,1,44.45,0.099,94.52124852
3,6,5,16.46,0.061,2,39.07230169,1,0.508,0.122,134.1198005
3,6,5,14.94,0.066,2,46.93247853,1,1.016,0.132,101.3465971
3,6,5,13.41,0.061,2,38.41117128,1,1.524,0.122,111.1484194
3,6,5,12.5,0.051,3,49.85743272,1,2.54,0.153,79.82008111
3,6,5,11.28,0.048,3,50.24495967,1,3.175,0.144,71.47409438
3,6,5,10.36,0.046,2,40.31614729,1,6.35,0.092,81.8112062
3,6,5,9.45,0.041,3,42.76244039,1,9.525,0.123,70.35604051
3,6,5,9.45,0.041,3,38.24161807,1,12.7,0.123,78.67334438
3,6,5,9.45,0.038,2,40.37666748,1,19.05,0.076,74.51323193
3,6,5,9.45,0.038,2,40.86968015,1,25.4,0.076,73.61437569
3,6,5,9.45,0.036,2,39.75406355,1,44.45,0.072,75.68021279
3,6,5,6.4,0.01,3,0.590760336,2,0.508,0.03,3449.059676
3,6,5,6.4,0.015,4,2.98421961,2,1.016,0.06,682.7807333
3,6,5,5.18,0.02,3,1.157922089,2,1.524,0.06,1424.237723
3,6,5,5.18,0.015,3,3.420922237,2,2.54,0.045,482.0794526
3,6,5,4.88,0.01,3,6.048643302,2,3.175,0.03,256.8584819
3,6,5,4.57,0.008,3,2.148312626,2,6.35,0.024,677.2527588
3,6,5,4.27,0.008,3,0.628204388,2,9.525,0.024,2164.008555
3,6,5,4.27,0.005,3,2.947902024,2,12.7,0.015,461.1549699
3,6,5,4.27,0.002,3,4.001151952,2,19.05,0.006,339.7620698
3,6,5,4.27,0.002,3,6.156663326,2,25.4,0.006,220.8078625
3,6,5,4.27,0.002,3,0.910418998,2,44.45,0.006,1493.20222
3,6,5,7.01,0.015,4,12.18306745,2,0.508,0.06,183.1864865
3,6,5,6.4,0.02,3,8.682241096,2,1.016,0.06,234.6822245
3,6,5,5.18,0.023,4,9.664192734,2,1.524,0.092,170.6460503
3,6,5,4.88,0.02,4,10.31945316,2,2.54,0.08,150.5550063
3,6,5,4.88,0.015,3,9.195174482,2,3.175,0.045,168.9631164
3,6,5,4.57,0.013,3,7.800904477,2,6.35,0.039,186.5105075
3,6,5,4.27,0.01,4,11.27084133,2,9.525,0.04,120.6156336
3,6,5,4.27,0.008,4,8.228431745,2,12.7,0.032,165.2124865
3,6,5,3.96,0.005,3,9.517356771,2,19.05,0.015,132.4679757
3,6,5,3.96,0.005,4,8.015737276,2,25.4,0.02,157.283721
3,6,5,3.96,0.002,4,9.856407853,2,44.45,0.008,127.911203
3,6,5,6.71,0.02,3,13.52655839,2,0.508,0.06,157.9309589
3,6,5,6.4,0.023,3,15.30231023,2,1.016,0.069,133.1542508
3,6,5,4.88,0.03,3,17.40732058,2,1.524,0.09,89.25241131
3,6,5,4.88,0.023,4,13.32311497,2,2.54,0.092,116.6127695
3,6,5,4.57,0.02,4,16.77386206,2,3.175,0.08,86.73915687
3,6,5,4.27,0.015,3,17.85345466,2,6.35,0.045,76.14434825
3,6,5,4.57,0.01,4,14.62948136,2,9.525,0.04,99.45333101
3,6,5,3.96,0.01,4,16.18933737,2,12.7,0.04,77.87502089
3,6,5,3.96,0.008,4,14.03958048,2,19.05,0.032,89.79933464
3,6,5,3.96,0.005,4,13.27836963,2,25.4,0.02,94.94727299
3,6,5,3.96,0.005,3,18.18169918,2,44.45,0.015,69.34142805
3,6,5,6.4,0.038,4,19.48816807,2,0.508,0.152,104.5540887
3,6,5,5.79,0.043,4,19.7960713,2,1.016,0.172,93.11756656
3,6,5,4.88,0.048,4,20.50733922,2,1.524,0.192,75.76045429
3,6,5,4.57,0.043,4,21.72845207,2,2.54,0.172,66.96062141
3,6,5,4.27,0.038,4,20.15036951,2,3.175,0.152,67.46475137
3,6,5,4.27,0.033,4,22.86517681,2,6.35,0.132,59.4545881
3,6,5,3.96,0.03,3,24.05786195,2,9.525,0.09,52.40469782
3,6,5,3.96,0.025,3,19.64132428,2,12.7,0.075,64.18839014
3,6,5,3.66,0.023,3,22.18182501,2,19.05,0.069,52.5310249
3,6,5,3.66,0.023,3,22.70365711,2,25.4,0.069,51.32362582
3,6,5,3.66,0.02,4,19.2052551,2,44.45,0.08,60.67266464
3,6,5,6.1,0.048,4,33.49810131,2,0.508,0.192,57.97512677
3,6,5,5.18,0.053,4,29.14124366,2,1.016,0.212,56.59183042
3,6,5,4.57,0.058,4,27.08274277,2,1.524,0.232,53.7224263
3,6,5,4.57,0.053,3,32.33553385,2,2.54,0.159,44.99541153
3,6,5,4.27,0.048,4,33.48537598,2,3.175,0.192,40.59801119
3,6,5,3.96,0.043,4,31.92525641,2,6.35,0.172,39.49052027
3,6,5,3.66,0.058,3,26.82444109,2,9.525,0.174,43.43926489
3,6,5,3.66,0.036,4,27.97490688,2,12.7,0.144,41.65282863
3,6,5,3.66,0.033,4,28.68791543,2,19.05,0.132,40.61759052
3,6,5,3.66,0.03,3,26.06346822,2,25.4,0.09,44.70755741
3,6,5,3.66,0.03,3,38.02843778,2,44.45,0.09,30.64112201
3,6,5,5.79,0.051,4,43.4859112,2,0.508,0.204,42.38986687
3,6,5,5.18,0.056,4,45.81088382,2,1.016,0.224,35.99922512
3,6,5,4.57,0.058,3,43.19019587,2,1.524,0.174,33.68705845
3,6,5,4.27,0.051,3,47.61517517,2,2.54,0.153,28.55055482
3,6,5,4.27,0.043,3,41.30544358,2,3.175,0.129,32.91187677
3,6,5,3.96,0.043,4,45.55041382,2,6.35,0.172,27.67801387
3,6,5,3.66,0.038,3,41.09523363,2,9.525,0.114,28.35448053
3,6,5,3.66,0.036,3,41.36962243,2,12.7,0.108,28.16641616
3,6,5,3.66,0.036,4,42.88299448,2,19.05,0.144,27.17240286
3,6,5,3.35,0.033,3,41.40888622,2,25.4,0.099,25.75629088
3,6,5,3.35,0.033,4,41.69103258,2,44.45,0.132,25.58198377
4,6,1,124.36,0.038,2,0.134405495,1,0.508,0.076,294574.9099
4,6,1,108.81,0.046,2,4.031116838,1,1.016,0.092,8593.606983
4,6,1,92.96,0.056,2,5.324561206,1,1.524,0.112,5558.330353
4,6,1,90.22,0.046,2,4.860632408,1,2.54,0.092,5909.382588
4,6,1,86.56,0.038,2,4.998639703,1,3.175,0.076,5513.120399
4,6,1,79.25,0.03,2,4.024143712,1,6.35,0.06,6269.860128
4,6,1,75.59,0.028,2,0.167477624,1,9.525,0.056,143694.3258
4,6,1,74.98,0.025,2,6.045843585,1,12.7,0.05,3948.394993
4,6,1,74.98,0.023,2,4.063590632,1,19.05,0.046,5874.454566
4,6,1,74.37,0.023,3,0.9011804,1,25.4,0.069,26273.51069
4,6,1,73.76,0.02,2,0.636821467,1,44.45,0.04,36875.27576
4,6,1,118.59,0.046,3,7.480065502,1,0.508,0.138,5047.481452
4,6,1,103.8,0.056,3,12.36199664,1,1.016,0.168,2673.257512
4,6,1,90.22,0.066,2,12.69506882,1,1.524,0.132,2262.558551
4,6,1,88.41,0.056,3,10.34475678,1,2.54,0.168,2720.903691
4,6,1,83.89,0.046,2,11.31264608,1,3.175,0.092,2360.902531
4,6,1,75.74,0.038,3,7.209596202,1,6.35,0.114,3344.617233
4,6,1,71.21,0.03,2,7.27776443,1,9.525,0.06,3115.121967
4,6,1,69.1,0.03,3,9.635948578,1,12.7,0.09,2283.051127
4,6,1,68.5,0.025,2,7.366938484,1,19.05,0.05,2960.29909
4,6,1,67.59,0.023,3,8.544705747,1,25.4,0.069,2518.357598
4,6,1,66.39,0.02,2,9.617177562,1,44.45,0.04,2197.794578
4,6,1,115.87,0.056,2,13.69399273,1,0.508,0.112,2693.847321
4,6,1,102.29,0.066,2,18.88003807,1,1.016,0.132,1724.893861
4,6,1,88.41,0.074,3,13.88533752,1,1.524,0.222,2027.108586
4,6,1,83.89,0.066,3,12.83317681,1,2.54,0.198,2081.172508
4,6,1,80.27,0.056,2,16.33475386,1,3.175,0.112,1564.489785
4,6,1,73.02,0.046,3,13.24256844,1,6.35,0.138,1755.503364
4,6,1,67.59,0.038,3,14.15684294,1,9.525,0.114,1520.015779
4,6,1,66.99,0.033,3,16.85197744,1,12.7,0.099,1265.584573
4,6,1,66.39,0.028,3,15.67322275,1,19.05,0.084,1348.579105
4,6,1,66.39,0.028,2,15.39805424,1,25.4,0.056,1372.678676
4,6,1,65.78,0.025,3,13.82359377,1,44.45,0.075,1514.973268
4,6,1,109.54,0.094,2,24.83413402,1,0.508,0.188,1404.286691
4,6,1,95.05,0.102,3,21.55028782,1,1.016,0.306,1404.206923
4,6,1,83.89,0.112,3,21.28762329,1,1.524,0.336,1254.628307
4,6,1,78.46,0.102,2,22.02908275,1,2.54,0.204,1133.924015
4,6,1,74.83,0.094,3,19.47462538,1,3.175,0.282,1223.316114
4,6,1,69.1,0.084,2,21.70621566,1,6.35,0.168,1013.505238
4,6,1,63.97,0.074,3,19.93417724,1,9.525,0.222,1021.668725
4,6,1,63.67,0.071,2,20.69037812,1,12.7,0.142,979.7121317
4,6,1,63.67,0.069,3,20.61256771,1,19.05,0.207,983.4104485
4,6,1,63.07,0.064,2,21.0618567,1,25.4,0.128,953.3628858
4,6,1,63.07,0.056,2,22.10868289,1,44.45,0.112,908.2220134
4,6,1,100.48,0.132,2,33.93537507,1,0.508,0.264,942.6685899
4,6,1,89.32,0.14,3,30.87448561,1,1.016,0.42,921.0454201
4,6,1,82.08,0.147,2,26.28012722,1,1.524,0.294,994.3561132
4,6,1,72.12,0.132,2,36.0322821,1,2.54,0.264,637.229705
4,6,1,68.5,0.112,3,35.19367818,1,3.175,0.336,619.6664406
4,6,1,63.97,0.102,2,36.79156911,1,6.35,0.204,553.554141
4,6,1,56.43,0.094,3,26.30600964,1,9.525,0.282,682.9472158
4,6,1,56.43,0.086,2,26.19718581,1,12.7,0.172,685.7841974
4,6,1,56.13,0.081,3,36.25776563,1,19.05,0.243,492.8628324
4,6,1,55.82,0.074,2,34.83373798,1,25.4,0.148,510.1781034
4,6,1,55.22,0.071,3,29.6988278,1,44.45,0.213,591.955633
4,6,1,95.66,0.132,3,38.99680864,1,0.508,0.396,780.9682403
4,6,1,87.51,0.14,2,42.70818818,1,1.016,0.28,652.3468953
4,6,1,78.46,0.132,3,45.32649837,1,1.524,0.396,551.0971915
